the_geom,OBJECTID,Borough,Block,Lot,Address,BBL,LPC_NAME,LPC_LPNumb,LPC_SiteDe,LPC_SiteSt,LPC_Altern,DesDate,LandmarkTy,URL_REPORT,Shape_Leng,Shape_Area
"MULTIPOLYGON (((-73.98072004926858 40.76742099781264, -73.98089706554553 40.767174674696676, -73.9810715259235 40.76693190696936, -73.98153215147602 40.767126182561775, -73.9814595349333 40.76757861547777, -73.98142447265047 40.76759975365643, -73.98138079896437 40.76762749202542, -73.98134705387716 40.76765224231345, -73.98131677375417 40.767670762568585, -73.98072004926858 40.76742099781264)))",501,MN,1030,58,240 Central Park South,1010300058,240 Central Park South Apartments,LP-02116,"Borough of Manhattan Tax Map Block 1030, Lot 58.",Designated,,06/25/2002,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2116.pdf,755.622283609,36837.2784851
"MULTIPOLYGON (((-73.96509431251997 40.79136730012821, -73.96512948624456 40.791318758491784, -73.96529686733368 40.7913893208984, -73.96526169132419 40.791437862584644, -73.96509431251997 40.79136730012821)))",513,MN,1209,32,355 Central Park West,1012090032,355 Central Park West House,LP-01645,"Borough of Manhattan Tax Map Block 1209, Lot 35.",Designated,,11/10/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1645.pdf,146.380595885,1070.07426399
"MULTIPOLYGON (((-73.96512948624456 40.791318758491784, -73.96516103880295 40.791275217129396, -73.96532841863075 40.791345780390806, -73.96529686733368 40.7913893208984, -73.96512948624456 40.791318758491784)))",567,MN,1209,31,354 Central Park West,1012090031,354 Central Park West House,LP-01644,"Borough of Manhattan Tax Map Block 1209, Lot 31.",Designated,,11/10/1987,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1644.pdf,142.221310042,959.845521403
"MULTIPOLYGON (((-74.0075287384763 40.650617150911756, -74.00775240976284 40.65039969710375, -74.00798201303233 40.65017647643016, -74.00826487194115 40.65034729632731, -74.00781184044561 40.650787734162044, -74.0075287384763 40.650617150911756)))",839,BK,724,1,4201 4th Avenue,3007240001,Sunset Park Court House,LP-02096,"Borough of Brooklyn Tax Map 724, Lot 1.",Designated,,06/26/2001,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2096.pdf,608.130332156,20423.7286158
"MULTIPOLYGON (((-73.9830707892424 40.668376897086745, -73.98327174672602 40.668138715784934, -73.98343103883053 40.66794998985576, -73.98349086893352 40.6679789536379, -73.98373857150472 40.668098867362886, -73.98337855968259 40.668525494622614, -73.9830707892424 40.668376897086745)))",855,BK,1006,1,431 6th Avenue,3010060001,"Brooklyn Public Library, Park Slope Branch",LP-01994,"Borough of Brooklyn Tax Map Block 1006, Lot 1.",Designated,,10/13/1998,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1994.pdf,571.820341734,18684.4950479
"MULTIPOLYGON (((-73.92636772085235 40.83212072835592, -73.92609516300192 40.83201364097511, -73.92684043614565 40.83121271448293, -73.92713145800779 40.83137507425521, -73.92711483950919 40.831392934074174, -73.92706227414594 40.83144942580384, -73.92699284561749 40.831524039199245, -73.92692953214052 40.83159208281441, -73.92686444521532 40.83166203161706, -73.92679697829269 40.831734537177276, -73.92653591053949 40.83201510132199, -73.92708297445539 40.83225920883022, -73.92699874890747 40.83236865210298, -73.92636772085235 40.83212072835592)))",948,BX,2504,126,1005 Jerome Avenue,2025040126,Park Plaza Apartments,LP-01077,"Borough of the Bronx Tax Map Block 2504, Lot 126",Designated,,05/12/1981,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1077.pdf,1246.09621374,43991.1341671
"MULTIPOLYGON (((-73.88321956492207 40.871211580135785, -73.88346063662424 40.871128188220084, -73.88360535416399 40.87136775811866, -73.88346323844334 40.87146371938144, -73.88321956492207 40.871211580135785)))",973,BX,3299,1,2988 Bainbridge Avenue,2032990001,Bedford Park Congregational Church,LP-02062,"Borough of Bronx Tax Map Block 3299, Lot 1.",Designated,,06/20/2000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2062.pdf,335.830851386,6501.2415929
"MULTIPOLYGON (((-73.98141640932592 40.72019417944425, -73.98132525442104 40.720166990013006, -73.9812961172471 40.720158298966425, -73.98137612649579 40.72000301993394, -73.98136071530752 40.7199984230393, -73.981403290139 40.719915794647235, -73.98141870249464 40.71992039153643, -73.98149763472858 40.71976720322453, -73.98161792739354 40.71980308349382, -73.98153899539359 40.71995627188749, -73.98155541490377 40.71996116969012, -73.9815128402319 40.72004379813794, -73.98149641952091 40.7200389003291, -73.98141640932592 40.72019417944425)))",1038,MN,340,1,130 Pitt Street,1003400001,Hamilton Fish Park Play Center,LP-01264,"Borough of Manhattan Tax Map Block 340, Lot 1 in part, consisting of the land on which the described building is situated.",Designated,,12/21/1982,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1264.pdf,396.67936185,5787.92995652
"MULTIPOLYGON (((-73.97765951060951 40.75225405374259, -73.9775252381917 40.75219745605292, -73.9784930510302 40.75086931552657, -73.97862969453962 40.750926014296304, -73.97765951060951 40.75225405374259)))",1067,MN,0,0,Park Avenue from East 40th Street to Grand Central Terminal,0,Park Avenue Viaduct,LP-01127,Too long,Designated,also known as the Pershing Square Viaduct,09/23/1980,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1127.pdf,1192.38136119,23700.9404894
"MULTIPOLYGON (((-73.87757419020124 40.85501060042863, -73.87753019790141 40.85500723002162, -73.8773929460125 40.85499765248856, -73.87736007101978 40.85499559143959, -73.87736290144447 40.85496884714113, -73.87739579539797 40.85497090910994, -73.87753289820662 40.854981553564194, -73.87757887162529 40.85498526555791, -73.87757419020124 40.85501060042863)))",1090,BX,3120,20,"New York Zoological Park, park entrance at East Fordham Road",2031200020,"Paul J. Rainey Memorial Gates, New York Zoological Park",LP-00108,"Borough of the Bronx Tax Map Block 3120, Lot 20 in part, consisting of the land on which the described improvement is situated.",Designated,,01/11/1967,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0108.pdf,138.627716207,571.390186295
"MULTIPOLYGON (((-73.87773050301101 40.853906744274454, -73.87771280007304 40.8539055494684, -73.87769563981907 40.85390203826917, -73.87767954150132 40.85389631838608, -73.87766499816128 40.85388856233641, -73.87765244816839 40.85387900651449, -73.87764227405215 40.85386794128509, -73.87763478591374 40.85385570286124, -73.87763020958471 40.8538426633862, -73.87762868546447 40.85382921832517, -73.87763025905295 40.85381577564939, -73.87763488334059 40.85380274593319, -73.87764241647193 40.85379052344134, -73.87765263124487 40.853779479835374, -73.87766521632163 40.85376995066801, -73.87767978810501 40.85376222639069, -73.87769590736482 40.853756539764376, -73.87771308042547 40.8537530649606, -73.87773078764667 40.8537519076862, -73.87774849054402 40.85375310248958, -73.8777656519483 40.853756613682314, -73.87778174905205 40.85376233445273, -73.8777962935657 40.85377008958861, -73.87780884237276 40.8537796453938, -73.8778190165032 40.85379071060871, -73.87782650585417 40.85380294902196, -73.87783108103304 40.85381598848808, -73.87783260519217 40.853829434446965, -73.87783103164598 40.85384287622499, -73.87782640857989 40.85385590595017, -73.87781887428898 40.85386812845268, -73.87780865953003 40.853879172073164, -73.87779607563907 40.853888701257254, -73.8777815026539 40.85389642644835, -73.8777653845551 40.85390211218726, -73.87774821027278 40.85390558699746, -73.87773050301101 40.853906744274454)))",1091,BX,3120,20,"New York Zoological Park, inside East Fordham Road",2031200020,"Rockefeller Fountain, New York Zoological Park",LP-00109,"Borough of The Bronx Tax Map Block 3120, Lot 20 in part, consisting of the land on which the described improvement is situated.",Designated,,02/20/1968,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0109.pdf,177.0011897,2486.78418167
"MULTIPOLYGON (((-73.87913955543648 40.85149423210861, -73.87918242884837 40.85143531098037, -73.87917309330363 40.8514314200811, -73.87916324996387 40.8514250423899, -73.87915913226696 40.85142124250165, -73.87915278778152 40.85141267937771, -73.87915064734992 40.85140803419709, -73.87914877437441 40.85139978102395, -73.87914867920992 40.8513934144436, -73.8791511408984 40.85138376824718, -73.8791564878226 40.85137482115369, -73.87916015847019 40.85137076467883, -73.87916442735808 40.85136706272396, -73.8791745258743 40.8513609184362, -73.87918622775292 40.85135672539255, -73.8791924822122 40.8513554370345, -73.87920537108596 40.851354563546145, -73.87921182759165 40.851354990836434, -73.87921817395717 40.85135598892319, -73.87922432245 40.85135754420717, -73.87923563114786 40.851362195382464, -73.87927847347908 40.851303316508016, -73.87951067950931 40.85140073589736, -73.8797342972409 40.851494550198225, -73.87969245503038 40.85155205433049, -73.87969796605525 40.85155463098312, -73.87970767052975 40.85156111023929, -73.87971174198032 40.85156492987047, -73.8797180616562 40.85157348843502, -73.87972145084721 40.85158209797339, -73.87972244740355 40.851587785621156, -73.8797217596434 40.85159758406107, -73.87972033025089 40.85160237679161, -73.87971539467772 40.85161144500572, -73.87971195037281 40.85161560529067, -73.87970332859832 40.85162291370063, -73.87969825921462 40.851625969187545, -73.87968692993223 40.851630688559005, -73.8796744967049 40.85163336176001, -73.8796680609813 40.85163388543714, -73.87965516407782 40.851633271355595, -73.87964886653964 40.85163214187202, -73.87964277512594 40.85163048131273, -73.8796369692572 40.85162830957144, -73.8795953812932 40.85168546634259, -73.87951372423593 40.85165120830648, -73.87947649772396 40.85169932864741, -73.87939812351019 40.851670201362175, -73.87928531398342 40.85182270780689, -73.87931440861733 40.851834855271306, -73.87934315008951 40.85192598003057, -73.87933178777709 40.85194821030433, -73.87950635729985 40.85202109851173, -73.87967904854057 40.85232877522377, -73.87911145032861 40.85310601161335, -73.87900145545842 40.853257895753394, -73.87870301423935 40.85366018241971, -73.8786739189186 40.85364803480496, -73.87865673742213 40.85367502789152, -73.87865455566761 40.85368131103064, -73.87864628193248 40.85367965442744, -73.87863419052343 40.853680000103665, -73.87858045477326 40.8536593619163, -73.87856081817681 40.853679935498896, -73.8782688633508 40.853559832655556, -73.87818522871254 40.853668775044454, -73.87811067161748 40.85363764463072, -73.87811985282517 40.85362169671236, -73.87807621003472 40.85360347416628, -73.87806493657625 40.85360596021619, -73.87804375115425 40.853602509649455, -73.87802738570988 40.85359567652407, -73.87802492952149 40.85358925612084, -73.87801620064332 40.85357841847537, -73.8779798316972 40.853563232838596, -73.87796783150733 40.85357980180506, -73.87794846513864 40.85357711045875, -73.877928280835 40.85357227957522, -73.87791209620876 40.85356192480059, -73.87789873054369 40.853550948966294, -73.87789791142244 40.85354880943087, -73.87790991162579 40.85353223957105, -73.87786163095775 40.85351387966271, -73.87784772053763 40.853513466016835, -73.87783562796872 40.853513811608096, -73.8778228994549 40.853508496932335, -73.87781298871363 40.85350256029813, -73.8778123515856 40.853496899130576, -73.87780607773145 40.85349248187572, -73.87776343503246 40.85347287801473, -73.87774961695561 40.85348868771892, -73.87767324123271 40.85345679778011, -73.8777608761152 40.85334233277629, -73.87756366472361 40.85325818968335, -73.8775434779794 40.85321739127603, -73.8774933798042 40.85319827106867, -73.87748346913696 40.853192335306325, -73.87748301285879 40.85318315340473, -73.87748155784455 40.853175352697804, -73.87750055752771 40.85314911812748, -73.87747509951096 40.85313848779819, -73.8777104594496 40.85284293668111, -73.87773100631163 40.85284072613962, -73.87774809831302 40.852833476381505, -73.8777643723886 40.852824087085466, -73.87779355293816 40.85278052427659, -73.87775485072963 40.85276395473962, -73.8777479667847 40.852761150516365, -73.87767282528137 40.85273054418105, -73.87757278129548 40.8526897934425, -73.87759906958749 40.85265258418642, -73.87772630146475 40.85247249370892, -73.8778784006802 40.852534446590205, -73.87790836929094 40.85254665386485, -73.87795054642075 40.852563744810354, -73.87800499980487 40.852498365442756, -73.87801099920536 40.8524900809555, -73.87801054404343 40.85248089995664, -73.87800545214947 40.85247157988127, -73.87799735936898 40.85246640339851, -73.87798181213356 40.85246170979922, -73.87842506318493 40.85186273541351, -73.87865254672901 40.85195412274755, -73.87881271819305 40.85172967953389, -73.87899819703458 40.851807124758224, -73.8790120144653 40.85179131489989, -73.87912956655376 40.85176307171773, -73.87916229795466 40.85177673855953, -73.87928010698775 40.851617328888715, -73.87918373080142 40.851577087652316, -73.87921946066436 40.851527754675566, -73.87913955543648 40.85149423210861)))",1092,BX,3120,20,"New York Zoological Park, south of East Fordham Road",2031200020,"Baird Court, New York Zoological Park",LP-01888,Too Long,Designated,now Astor Court,06/20/2000,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/1888.pdf,2919.40925267,273578.241714
"MULTIPOLYGON (((-74.01451213966092 40.704156961394425, -74.01447646982014 40.70414815528043, -74.01448096758195 40.70413760522108, -74.01445621892452 40.70413149475861, -74.01448925374197 40.70405400248029, -74.01449859867508 40.70405630931491, -74.0145103734865 40.70402868913948, -74.01457891087995 40.704045610097694, -74.01456713727717 40.7040732302799, -74.01457447051571 40.704075041180985, -74.01454143697042 40.70415253438392, -74.01451663741767 40.704146411333674, -74.01451213966092 40.704156961394425)))",1100,MN,0,0,Battery Park,1000030001,"Interborough Rapid Transit System, Battery Park Control House",LP-00829,"Borough of Manhattan, Tax Map Block 3, Lot 1 in part, consisting of the land on which the described improvement is situated.",Designated,,11/20/1973,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0829.pdf,138.282699225,990.654814671
"MULTIPOLYGON (((-73.85676907640926 40.700505842559465, -73.85670808507233 40.70050837002794, -73.85664814562637 40.70049163499507, -73.85660324160291 40.700459437040486, -73.85657048010383 40.70041613916526, -73.85656699613475 40.70036744947541, -73.85658392087217 40.70033394986022, -73.85659091867736 40.700320097879505, -73.85663120516928 40.70028594837601, -73.85668888596165 40.70026290853748, -73.85675428083506 40.70025826945329, -73.85681215677376 40.70027380148033, -73.85685996880639 40.70030725558469, -73.8568890224546 40.70035209494898, -73.85689050868052 40.70040000500203, -73.8568747306093 40.7004461889162, -73.8568329163136 40.70048377746488, -73.85683291973372 40.70048383780351, -73.85677430674004 40.70050562574083, -73.85676907640926 40.700505842559465)))",1146,QN,3866,70,"within Forest Park, west of Woodhaven Boulevard and north of West Main Drive",4038660070,Forest Park Carousel,LP-02528,"Borough of Queens Tax Map Block 3866, Lot 70 in part consisting of the parcel occupied by the pavilion, as measured to the edge of the projecting roof.",Designated,,06/25/2013,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/2528.pdf,284.782549772,6363.59532666
"MULTIPOLYGON (((-73.94325364066286 40.724685967242124, -73.94320508752196 40.724620218727736, -73.94323021854817 40.72460947723868, -73.94322111491584 40.724597149279354, -73.94321217901022 40.72458246026646, -73.94320416566319 40.72456858666889, -73.94319683784079 40.72455449458514, -73.9431902073615 40.72454020473296, -73.94318428131004 40.72452573692707, -73.94317907032193 40.724511110984096, -73.94317457911366 40.72449634761814, -73.94317225633556 40.72448716217676, -73.94317081595429 40.72448146574409, -73.94316778437502 40.72446648787653, -73.9431666767569 40.724459220219195, -73.943165490276 40.72445143473004, -73.94316480001007 40.72444472649504, -73.94316393600637 40.72443632701767, -73.94316312391524 40.72442118545221, -73.94316305516735 40.72440603164654, -73.94316372974457 40.72439088631235, -73.94316514644497 40.724375770160755, -73.94316730406527 40.72436070570389, -73.94317019903716 40.7243457127511, -73.94317382660789 40.72433081201172, -73.94317791693508 40.72431596823271, -73.94318326171694 40.724301371812096, -73.94315338709511 40.72429503999296, -73.9431774736146 40.724229256163696, -73.94320368429939 40.72423481083079, -73.94328171874547 40.724251348430464, -73.94325763232095 40.724317132281314, -73.94324398257955 40.724314239421176, -73.94323880509242 40.724328380269284, -73.9432361128521 40.72434300771694, -73.94323328693491 40.72435754504771, -73.94323120665416 40.72437215478673, -73.9432298755797 40.724386815323605, -73.94322929609854 40.72440150414681, -73.94322946704581 40.72441619964354, -73.94323039080935 40.72443087840177, -73.94323206385634 40.724445519707984, -73.94323341339572 40.72445364927145, -73.94323448384064 40.72446009924727, -73.94323764959677 40.72447459630727, -73.94324155285803 40.7244889892716, -73.9432461900931 40.72450325562572, -73.94325155303522 40.724517373753315, -73.94325763460058 40.72453132293898, -73.94326442415593 40.72454508066468, -73.94327191224924 40.724558627114384, -73.9432795056761 40.72457219072521, -73.94328860931583 40.72458451867999, -73.94330354298499 40.72457813511959, -73.94335209737602 40.72464388359342, -73.94328454530903 40.72467275758904, -73.94325364066286 40.724685967242124)))",1160,BK,2687,1,bounded by Nassau and Driggs Avenues and Monitor and Russell Streets,3026870001,Winthrop Park Shelter Pavilion,LP-00167,"Borough of Brooklyn Tax Map Block 2687, Lot 1 in part, consisting of the land on which the described improvements are situated.",Designated,now Monsignor McGolrick Park,10/19/1966,Individual Landmark,http://s-media.nyc.gov/agencies/lpc/lp/0167.pdf,408.786724088,3606.4035387
